file_name,text
gc_001_shaded.jpg,a metal cube in the garrickstyle style
gc_002_shaded.jpg,a wooden cube in the garrickstyle style
gc_003_shaded.jpg,a wax cube in the garrickstyle style
gc_004_shaded.jpg,a rock cube in the garrickstyle style
gc_005_shaded.jpg,a fur cube in the garrickstyle style
gc_006_shaded.jpg,a glass cube in the garrickstyle style
gc_007_shaded.jpg,a clay cube in the garrickstyle style
gc_008_shaded.jpg,a cardboard cube in the garrickstyle style
gc_009_shaded.jpg,a jello cube in the garrickstyle style
gc_010_shaded.jpg,a metal cylinder in the garrickstyle style
gc_011_shaded.jpg,a wooden cylinder in the garrickstyle style
gc_012_shaded.jpg,a wax cylinder in the garrickstyle style
gc_013_shaded.jpg,a rock cylinder in the garrickstyle style
gc_014_shaded.jpg,a fur cylinder in the garrickstyle style
gc_015_shaded.jpg,a glass cylinder in the garrickstyle style
gc_016_shaded.jpg,a clay cylinder in the garrickstyle style
gc_017_shaded.jpg,a cardboard cylinder in the garrickstyle style
gc_018_shaded.jpg,a jello cylinder in the garrickstyle style
gc_019_shaded.jpg,a tent exterior in the garrickstyle style
gc_020_shaded.jpg,a tent interior in the garrickstyle style
gc_021_shaded.jpg,a ransacked detective office in the garrickstyle style
